Kentucky,"Prospect","Sleepy Hollow Road","A winding, wooded drive rumored to have ghostly silhouettes drifting among the trees. Nighttime travelers report unexplained lights following their vehicles."
Kentucky,"Frankfort","Liberty Hall’s Gray Lady","A female apparition believed to be a friend of the family who died tragically while visiting. Witnesses claim she gently roams the house, leaving a whiff of lavender perfume."
Kentucky,"Old Louisville","The Pink Palace Haunt","A Victorian mansion known for sightings of a mysterious lady in pink. Neighbors say music from bygone parties sometimes drifts through its empty rooms."
Kentucky,"Richmond","White Hall State Historic Site","Ancestral home of Cassius Marcellus Clay, rumored to host multiple ghosts of the Clay family. Doors slam on their own, and people see fleeting figures in the upstairs windows."

Louisiana,"St. Francisville","The Myrtles Plantation","Reputed as one of America’s most haunted homes, it’s said to be inhabited by Chloe, a former slave, among other restless spirits. Visitors report mysterious handprints on mirrors and apparitions caught on camera."
Louisiana,"New Orleans","LaLaurie Mansion","Madame Delphine LaLaurie’s infamous house of horrors where enslaved individuals suffered cruel treatment. Neighbors still hear screams and moaning from the vacant upper rooms at night."
Louisiana,"New Orleans","Marie Laveau’s Tomb (St. Louis Cemetery)","Visitors leave offerings and mark X’s on the tomb of the famed Voodoo Queen, hoping for her help from beyond the grave. Some claim to see her spirit roaming the nearby streets in a turban."
Louisiana,"Vacherie","Oak Alley Plantation","Iconic for its canopy of oak trees, the antebellum estate is said to harbor ghosts of former residents. Doors slam unprovoked, and spectral figures in period clothing appear on the balconies."
Louisiana,"New Orleans","Le Pavillon Hotel","A hotspot for paranormal sightings, including a young girl in 19th-century attire. Guests report awakened by phantom knocks or glimpsing a man in a top hat vanishing in hallways."
Louisiana,"New Orleans","Ursuline Convent & the Casket Girls","Legend claims young French women arrived with small casket-like chests and were sealed inside the convent. Paranormal rumors suggest vampire ties, with shuttered attic windows rumored never to open."
Louisiana,"Manchac Swamp","Voodoo Curse of Manchac","A rumored voodoo priestess cursed the area, and a 1915 hurricane wiped out towns along the swamp. Locals hear eerie chanting, and orbs of light drift among the cypress trees at night."
Louisiana,"New Orleans","Lafitte’s Blacksmith Shop Bar","Said to be the oldest bar in the U.S., once owned by pirate Jean Lafitte. Patrons see a shadowy figure in the corner, believed to be Lafitte guarding hidden treasure."
Louisiana,"New Orleans","House of the Rising Sun Myth","Folklore ties the fabled ‘house’ to an old French Quarter property. Tourists seek the site, but only phantom traces remain of its rumored occupants."
Louisiana,"Des Allemands","Rougarou in the Bayous","A werewolf-like creature said to prowl the swamplands, punishing those who break Lenten rules. Locals share cautionary tales to keep children close at sundown."

Maine,"Seguin Island","Seguin Island Lighthouse Ghost","A lighthouse keeper allegedly murdered his wife after she played a single piano tune incessantly. Visitors hear phantom piano notes drifting across the foggy island."
Maine,"Kennebunkport","Captain Fairfield Inn Apparition","A maritime captain’s home turned inn, rumored to host his restless spirit. Guests describe faint knocking at doors and glimpses of a figure in old sea captain’s garb."
Maine,"Saco River","The Saco River Curse","A tragic encounter between settlers and a Native American infant led to a curse that every year someone would drown in the river. Stories persist of strange whirlpools and unseen forces pulling swimmers under."
Maine,"Bucksport","Colonel Buck’s Cursed Tomb","The gravestone of Colonel Buck bears a mysterious stain shaped like a foot, said to be the cursed mark of a woman he condemned as a witch. Efforts to remove the stain have repeatedly failed."
Maine,"Wiscasset","Red’s Eats Ghost","A popular lobster shack rumored to have the friendly ghost of its founder lingering. Early mornings find utensils moved or lights turned on with no explanation."
Maine,"Wood Island (near Biddeford)","Wood Island Lighthouse Haunt","A 19th-century murder-suicide is said to have left restless spirits behind. Keepers reported knocking sounds and unearthly screams echoing in the fog."
Maine,"Westbrook","Wessie the Snake","A giant snake-like creature rumored along the Presumpscot River. Though some chalk it up to escaped exotic pets, sightings keep the legend alive."
Maine,"Bowdoin College (Brunswick)","Harriet Beecher Stowe’s Ghost","Students claim the famed author’s spirit roams campus corridors where she wrote ‘Uncle Tom’s Cabin.’ Footsteps and spectral humming have been reported in empty rooms."
Maine,"Bar Harbor","Ghost of Mount Desert Rock","A remote lighthouse station where a drowned keeper reportedly reappears during storms. Researchers stationed there describe lights switching on by unseen hands."
Maine,"Bangor","Mount Hope Cemetery (Stephen King Inspiration)","Featured in King’s works, the cemetery exudes an eerie atmosphere. Fans claim to sense a presence watching from behind the tombstones during twilight visits."

Maryland,"Prince George’s County","Goatman","A legendary half-man, half-goat said to lurk in the woods, terrorizing lovers’ lanes. Stories describe it wielding an ax and unleashing horrifying screams in the dark."
Maryland,"Baltimore","Westminster Hall & Edgar Allan Poe’s Grave","The resting place of Poe, where a mysterious ‘Poe Toaster’ once left roses and cognac each January. Night watchmen mention fleeting shadows and strange footsteps near his tomb."
Maryland,"Chesapeake Bay","Chessie (Chesapeake Bay Monster)","A sea serpent-like creature that reportedly surfaces in the bay. Boaters sometimes claim to see a snake-like form gliding beneath the water."
Maryland,"Annapolis","Governor Calvert House Ghost","A figure in colonial attire is said to walk the halls of this historic property. Guests hear footsteps on the creaking staircase late at night."
Maryland,"Ellicott City","Hell House Altar Ruins","Remnants of an old Catholic seminary allegedly plagued by shadowy figures and bizarre noises. Local legend calls it a spot for illicit rituals and ghost sightings."
Maryland,"Baltimore","Fort McHenry Spirits","Famed for inspiring the U.S. national anthem, the fort’s old battlements are rumored to host fallen soldiers’ ghosts. Visitors report feeling a presence on the ramparts, accompanied by phantom drumbeats."
Maryland,"Burkittsville","‘Blair Witch’ Legend","Spawned by the horror film, Burkittsville folklore now includes tales of missing hikers and strange figures in the woods. While partially fictional, some locals claim the forest has an unsettling aura."
Maryland,"Towson","Hampton National Historic Site","An 18th-century estate rumored to host the spirits of enslaved people and former owners. Staff report phantom voices and the smell of pipe tobacco in empty rooms."
Maryland,"Point Lookout","Point Lookout Lighthouse","Once a Civil War hospital and prison camp, the lighthouse is famed for disembodied voices and apparitions in Confederate uniforms. Paranormal investigators often label it Maryland’s most haunted lighthouse."
Maryland,"Silver Run","Legend of the White Oak","A massive tree where, legend says, lynchings occurred in the 1800s, leaving restless spirits. Those who approach the tree at night sometimes see faint silhouettes swaying in the branches."
State,Location,Story Name,Two-Sentence Summary
Massachusetts,"Fall River","Lizzie Borden House","The infamous site of the 1892 axe murders attributed (but not proven) to Lizzie Borden. Now a bed-and-breakfast, guests report phantom footsteps, doors creaking, and even faint whispers in the night."
Massachusetts,"Salem","The Witch House","Former home of Judge Jonathan Corwin of the Salem Witch Trials. Visitors claim to hear distant chanting and see fleeting shadows in the 17th-century rooms."
Massachusetts,"North Adams","Houghton Mansion","After a tragic car accident in 1914 claimed multiple lives, mysterious footsteps and voices echo through the mansion’s halls. The basement and former Masonic lodge areas are particularly active with apparitions."
Massachusetts,"Adams / Florida, MA","Hoosac Tunnel","Dubbed the 'Bloody Pit' after nearly 200 workers died during its construction. Railroad crews have reported ghostly figures and eerie moaning deep within the 4.75-mile tunnel."
Massachusetts,"Bridgewater Region","Bridgewater Triangle","A 200-square-mile area notorious for paranormal sightings, including UFOs, Bigfoot, and ghostly lights. Native American curses are often cited as a source of its eerie reputation."
Massachusetts,"Quincy","USS Salem Hauntings","A retired heavy cruiser turned museum, known for apparitions of former sailors and patients from its time serving as a hospital ship. Unexplained footsteps and disembodied voices have been recorded below deck."
Massachusetts,"Boston","Granary Burying Ground Phantoms","Final resting place of historic figures like Paul Revere and Samuel Adams. Visitors report shadowy figures among the old headstones and an unsettling feeling of being watched."
Massachusetts,"Boston","Central Burying Ground on Boston Common","Known for odd disturbances when subway lines were constructed beneath it. Some late-night walkers describe hearing faint cries or seeing orbs floating just above the ground."
Massachusetts,"Salem","Old Burying Point Cemetery","One of the oldest cemeteries in the U.S., where judges of the Witch Trials are interred. Figures in period clothing sometimes appear among the tombstones, vanishing when approached."
Massachusetts,"North Shore Beaches","The Ghost of Singing Beach","At Manchester-by-the-Sea, visitors mention faint music and ethereal humming drifting across the shore at dusk. Legends say a shipwrecked passenger’s spirit wanders, eternally singing a sailor’s lament."

Michigan,"Mackinac Island","Grand Hotel Hauntings","This Victorian-era hotel is rumored to have several specters, including a man in a top hat seen in the bar. Guests also report the faint sound of ballroom music when no events are taking place."
Michigan,"Paulding (Upper Peninsula)","The Paulding Light","A mysterious orb of light appearing in a valley outside town, long attributed to a railroad brakeman’s ghost. Scientists suggest car headlights as a cause, but many locals remain unconvinced."
Michigan,"Ada","The Ada Witch","Said to be the restless spirit of a woman slain during an adulterous affair near Findlay Cemetery. Apparitions and disembodied sobbing have been reported along the nearby roads."
Michigan,"Detroit","The Whitney Restaurant Ghost","Originally a lumber baron’s mansion, now a fine-dining spot, it allegedly hosts the ghost of David Whitney Jr. Staff witness doors locking themselves and faint whispers echoing in empty rooms."
Michigan,"Detroit","Masonic Temple Hauntings","The world’s largest Masonic Temple, believed haunted by its architect who is said to have jumped from the roof. Security guards report seeing a distraught figure pacing upper floors late at night."
Michigan,"Kalamazoo","Henderson Castle","A historic B&B where strange footsteps and the shadow of a top-hatted man are frequently noted. Some visitors experience doors opening on their own and the aroma of phantom cigars."
Michigan,"Sault Ste. Marie","Old Ft. Brady and Lake Superior State University","Former fort buildings now part of the university campus. Students occasionally mention apparitions in old military garb and faint bugle calls at dawn."
Michigan,"Detroit","Fort Wayne (Historic)","A 19th-century fort guarding the Detroit River, said to have roaming soldier apparitions. Paranormal investigators have recorded eerie voices and footsteps in abandoned barracks."
Michigan,"Hell","Legends of Hell, Michigan","A hamlet with a playful name, featuring stories of eerie lights and pranks by mischievous residents. Tourists come for the novelty, but some claim odd sensations and unexplained chills at night."
Michigan,"Marquette","Northern Michigan University’s ‘Haunted’ Halverson Hall","Students report flickering lights, sudden cold spots, and the sensation of being watched. Rumors circulate of a tragic event that left a lingering spirit in the dormitory halls."

Minnesota,"St. Paul","Forepaugh’s Restaurant","Housed in a Victorian mansion where a maid allegedly hanged herself. Diners occasionally glimpse a mourning female figure drifting through ornate rooms."
Minnesota,"St. Paul","Wabasha Street Caves","Former gangster hangouts, now event halls, with sightings of men in 1920s suits and shadowy apparitions. Jazz-era music sometimes echoes after closing time."
Minnesota,"Lake Pepin","Pepie the Lake Monster","Locals claim a serpent-like creature inhabits this wide portion of the Mississippi River. Sightings date back to Native American legends, with occasional modern-day photos fueling debate."
Minnesota,"Sauk Centre","Palmer House Hotel","Built over a former brothel, it’s said to be plagued by flickering lights and ghostly children who run through the hallways. Room 217 is notorious for sudden temperature drops and apparitions."
Minnesota,"St. Paul","Grey Cloud Island","Known for Native American burial grounds and eerie nighttime lights. Visitors have reported whispering voices and footsteps following them on deserted trails."
Minnesota,"Duluth","Nopeming Sanatorium","An abandoned tuberculosis hospital believed to hold shadows of former patients. Investigators have recorded apparitions in the long corridors and disembodied moans in the old treatment rooms."
Minnesota,"Minneapolis","The Fitzgerald Theater Ghost","Minnesota’s oldest active theater, said to host a playful spirit who moves props and plays with lights. Actors sometimes hear applause from an empty house during rehearsals."
Minnesota,"Minneapolis","First Avenue Nightclub’s Haunted Bathroom","Famed music venue where a female apparition is said to appear in a bathroom mirror. Staff have found water running and doors slamming when no one else is inside."
Minnesota,"St. Peter","Traverse des Sioux Cemetery","Historic site of a treaty signing, rumored to be frequented by Native warriors’ spirits. Glowing orbs and spectral drumming are reported on quiet nights."
Minnesota,"Anoka","The ‘Halloween Capital’ Hauntings","Anoka’s annual Halloween festivities coincide with local ghost tales of haunted Victorian homes. Residents speak of spectral trick-or-treaters knocking long after midnight."

Mississippi,"Vicksburg","McRaven House","Dubbed ‘the most haunted house in Mississippi,’ with layers of history dating back to 1797. Visitors report seeing Civil War apparitions, moving objects, and unexplained knocking sounds."
Mississippi,"Natchez","King’s Tavern","Built in the late 1700s, it supposedly hosts the ghost of a murdered mistress. Patrons have witnessed strange shadows and heard voices calling from empty rooms."
Mississippi,"Pascagoula","Longfellow House (Gautier Historic Home)","Despite its name, the poet Henry Wadsworth Longfellow likely never stayed here. Still, an ethereal woman in white is said to float across the veranda, singing at dawn."
Mississippi,"Yazoo City","The Witch of Yazoo","Legend says a local witch cursed the town as she died, promising it would burn. Indeed, a 1904 fire ravaged Yazoo City, and her grave chains are rumored to keep her spirit sealed."
Mississippi,"Port Gibson","Windsor Ruins Ghosts","Once Mississippi’s largest antebellum mansion, only columns remain after a fire. Some visitors see phantom lights and hear echoes of lavish parties among the ruins."
Mississippi,"Oxford","Rowan Oak (William Faulkner’s Home)","Locals claim the Nobel Prize–winning author’s spirit occasionally strolls his former estate. Flickering lights and faint typewriter sounds have been reported by night visitors."
Mississippi,"Meridian","Merrehope","This 20-room antebellum mansion is said to house multiple apparitions. Guests report hearing footsteps on the grand staircase and glimpsing figures in period clothing."
Mississippi,"West Point","Waverly Mansion","Renowned for its octagonal cupola, the mansion allegedly hosts a ghostly little girl who giggles and runs through corridors. Past owners recounted seeing her in an upstairs bedroom."
Mississippi,"Clarksdale","The Crossroads (Robert Johnson Myth)","Blues legend says musician Robert Johnson sold his soul to the devil at the crossroads of Highways 49 and 61. Late-night travelers still look for eerie silhouettes or haunting guitar strains."
Mississippi,"Biloxi","Beauvoir (Jefferson Davis Home)","Said to host the spirit of Varina Davis (wife of Jefferson Davis), who wanders the property. Caretakers have heard quiet sobbing and encountered fleeting shapes in Civil War–era dress."

Missouri,"St. Louis","Lemp Mansion","Notorious for multiple family suicides, the mansion is dubbed one of America’s most haunted homes. Apparitions of the Lemp family and phantom footsteps echo in the empty hallways."
Missouri,"St. Louis","Zombie Road (Lawler Ford Road)","A wooded trail rumored to be haunted by shadowy figures and the ghost of a woman struck by a train. Nighttime explorers report eerie whispers and glowing eyes in the dark."
Missouri,"Joplin","The Spook Light","A mysterious orb seen on a remote stretch of road near the Oklahoma border. Explanations range from atmospheric gasses to ghostly lanterns of wayward travelers."
Missouri,"St. Louis","The Fox Theatre Specters","An opulent 1929 movie palace said to host at least two ghosts, including a former projectionist. Night staff mention organ music from an empty orchestra pit and seats that fold down by themselves."
Missouri,"Jefferson City","Missouri State Penitentiary","Known as ‘The Bloodiest 47 Acres in America,’ its dark history fuels reports of apparitions and shadowy figures in the old cells. Tour groups often hear unexplained footsteps and cell doors slamming."
Missouri,"Kansas City","Union Station Hauntings","Scene of the infamous 1933 ‘Union Station Massacre,’ rumored to echo with gunshots and fleeing footsteps. Security guards report odd mists and fleeting silhouettes on night patrols."
Missouri,"Springfield","Pythian Castle","Built by the Knights of Pythias, later used as a WWII military prison. Visitors claim to see uniformed apparitions and hear disembodied voices along the corridors."
Missouri,"Excelsior Springs","The Elms Hotel & Spa","Long associated with mob figures like Al Capone, staff claim to hear phantom parties and see figures in 1920s attire. Cold spots and moving objects have turned many skeptics into believers."
Missouri,"St. Joseph","Jesse James Home Museum","The house where Jesse James was shot in 1882, rumored to still hold his restless spirit. Tourists sometimes note cold drafts and an unease near the bullet hole in the wall."
Missouri,"Hannibal","Mark Twain Cave ‘Tom and Huck’s Ghosts’","Inspired by Twain’s novels, legends say the cave is haunted by past explorers and runaway slaves. Guides share stories of hearing whispers and seeing flickers of lantern light where no group is present."
State,Location,Story Name,Two-Sentence Summary
Montana,"Dillon area","Bannack Ghost Town","Once a thriving gold rush settlement, now deserted and known for eerie apparitions in old buildings. Residents claim to see shadows of former townspeople wandering its dusty Main Street."
Montana,"Crow Agency","Little Bighorn Battlefield Ghosts","The site of Custer’s Last Stand, where restless spirits of cavalrymen and Native warriors are rumored to roam. Visitors have reported phantom battle cries and ghostly figures in the tall grass."
Montana,"Butte","Dumas Brothel","America’s oldest continuously operating brothel (closed in 1982), it’s said to harbor spirits of former madams and clients. Mysterious footsteps, disembodied voices, and locked doors found open are common reports."
Montana,"Garnet","Garnet Ghost Town","A preserved mining town where visitors sometimes hear the echo of distant pickaxes and wagon wheels. Paranormal enthusiasts speak of transparent figures glimpsed through old cabin windows."
Montana,"Pray","Chico Hot Springs Lodge","Opened in 1900, the lodge is rumored to be haunted by the spirit of its first female owner. Guests report hearing her gentle voice in the hallways and feeling a sudden chill in certain rooms."
Montana,"Boulder","Boulder Hot Springs Inn","A historic inn said to host a ‘Lady in White’ who glides through corridors. Staff have heard unexplained footsteps and found faucets mysteriously running in empty rooms."
Montana,"Billings","Moss Mansion","Built in 1903 by Preston Boyd Moss, this red-stone mansion is known for doors opening on their own and soft piano music when no one’s playing. Some guests feel they’re being watched on the grand staircase."
Montana,"Virginia City","Virginia City Hauntings","A restored Old West town with numerous tales of ghostly saloon girls and prospectors. Nighttime visitors describe hearing piano tunes and raucous laughter coming from vacant buildings."
Montana,"Butte","Copper King Mansion","Home of William A. Clark, one of the ‘Copper Kings,’ it allegedly hosts apparitions of well-dressed 19th-century guests. Guides mention fleeting shadows and the faint aroma of cigar smoke."
Montana,"Fort Benton","Grand Union Hotel","Opened in 1882 overlooking the Missouri River; mysterious footsteps echo in empty hallways. Patrons sometimes glimpse a figure in frontier-era attire passing through closed doors."

Nebraska,"Nebraska City","Seven Sisters Road","Legend says a deranged man hanged his seven sisters from separate trees along this rural road. Late-night drivers claim to hear screams and feel a heavy presence around each bend."
Nebraska,"Omaha","Hummel Park","Known for twisted trees said to bow under the weight of lynchings, and a ‘Morphing Stairs’ phenomenon (where the number of steps seems to change). Whispering voices and shadow figures keep visitors on edge."
Nebraska,"Decatur","Blackbird Hill","A tragic Native American love story ends with a woman’s final scream as she leaps off the bluff. On windy nights, some claim to hear her anguished wail echoing over the Missouri River."
Nebraska,"Lincoln","Robber’s Cave","An underground network once used by outlaws and possibly the Underground Railroad. Visitors report hushed voices, flickering lantern lights, and silhouettes moving through narrow passages."
Nebraska,"Alliance","Alliance Theater","A historic theater where a spectral woman in white is said to watch rehearsals from the balcony. Staff sometimes find seats mysteriously folded down or hear faint applause in an empty auditorium."
Nebraska,"Omaha","Fort Omaha","Dating back to the Indian Wars, it’s rumored to host ghostly soldiers still on patrol. People report seeing apparitions of uniformed men drifting across the parade grounds at dawn."
Nebraska,"Omaha","Barnard Park","Once a cemetery, the graves were supposedly moved—yet apparitions in old-fashioned clothing appear at twilight. Neighbors mention orbs floating among the playground equipment late at night."
Nebraska,"Columbus","Glur’s Tavern","Operating since 1876, rumored to have served Buffalo Bill. Patrons mention chairs moving on their own, and an unseen presence occasionally pushes open the saloon doors."
Nebraska,"Falls City","Stanton Lake Park ‘Lady of the Lake’","Local lore speaks of a woman who drowned decades ago, seen gliding across the water in a pale dress. Fishermen have heard eerie sobbing echoing from the shoreline."
Nebraska,"Brownville","Brownville Ghost Walk","A historic river town with multiple 19th-century buildings said to be haunted. During ghost tours, shadowy figures are seen in upper windows, and doors slam without warning."

Nevada,"Tonopah","Mizpah Hotel","Built in 1907, known for the ‘Lady in Red,’ a spirit said to roam the fifth floor. Guests report hearing whispers and seeing a woman in Victorian attire vanish around corners."
Nevada,"Goldfield","Goldfield Hotel","An infamous spot for paranormal investigators, where the spirit of a pregnant woman allegedly chained in the basement lingers. Doors slam, and sounds of crying echo through deserted rooms."
Nevada,"Goodsprings","Pioneer Saloon","Open since 1913, its bullet holes and burnished bar hold memories of gunfights and rowdy patrons. Visitors claim to see cowboy apparitions and hear poker chips clinking when the saloon is closed."
Nevada,"Boulder City","Hoover Dam Hauntings","During construction, workers reportedly fell into the concrete and were never retrieved (though this is debated). Mythical footsteps, muffled cries, and ghostly silhouettes are said to haunt service tunnels."
Nevada,"Las Vegas","Bugsy Siegel’s Ghost at The Flamingo","The spirit of gangster Bugsy Siegel is rumored to linger at his original resort. Security guards report apparitions of a sharply dressed figure pacing near the old presidential suite."
Nevada,"Rhyolite","Rhyolite Ghost Town","A boomtown that died off in the early 1900s; visitors say they hear old-time piano music drifting from crumbling saloons. Desert explorers have claimed to see phantom miners on moonlit nights."
Nevada,"Virginia City","Old Washoe Club","Famous for a spiral staircase leading to rooms where prostitutes and miners once died. Hauntings include an aggressive spirit dubbed ‘The Dark Entity,’ known for rattling doors and furniture."
Nevada,"Carson City","Nevada State Prison","Operational from 1862 to 2012, the prison’s execution chambers reportedly echo with disembodied voices. Guards speak of phantom footsteps and cell doors slamming in the empty blocks."
Nevada,"Lake Tahoe (NV side)","Tahoe Tessie","Local lake monster legend describing a serpent-like creature lurking in Tahoe’s deep waters. Occasional sightings or unexplained ripples fuel the decades-long mythology."
Nevada,"Henderson","Fox Ridge Park Swing","An urban legend states one swing set always moves on its own, even on windless nights. Onlookers report seeing the empty swing slow down, then inexplicably sway again."

New Hampshire,"Bretton Woods","Mount Washington Hotel Ghost","A grand resort reportedly haunted by the spirit of Carolyn Stickney, who once owned it. Guests see her dressed in Victorian attire, often brushing her hair at the foot of their beds."
New Hampshire,"Henniker","Ocean-Born Mary House","Legend says Mary’s life was spared by a pirate at sea; she later lived here and is claimed to appear in an elegant green dress. Neighbors hear her footsteps on the stairs when the house is empty."
New Hampshire,"Lincoln","The Kancamagus Highway Hauntings","A scenic drive through the White Mountains, where travelers report phantom hitchhikers and mysterious lights. Some link these sightings to long-ago accidents on the twisting roads."
New Hampshire,"Portsmouth","Wentworth by the Sea Hotel","Built in 1874, rumored to be haunted by past guests who died suddenly. Staff have heard strange knocking on doors and glimpsed translucent figures on the grand staircase."
New Hampshire,"Hampton Beach","The Lady in the Dunes","A ghostly figure seen wandering the shoreline at sunset, believed to be searching for a lost loved one. Beachgoers sometimes catch fleeting glimpses before she fades into the sea mist."
New Hampshire,"Hollis","Pine Hill Cemetery ‘Blood Cemetery’","Officially named Pine Hill, but urban legends about a murdered family gave rise to its bloody moniker. People claim to see glowing red orbs and hear screams late at night."
New Hampshire,"Concord","Mary Baker Eddy House","The founder of Christian Science once lived here, and visitors mention cold spots and subtle perfumes lingering in empty rooms. Some claim her presence remains, observing those who tour the historic site."
New Hampshire,"New Durham","Devil’s Den","A cluster of boulders and caves rumored to be a gathering spot for supernatural activity. Hikers describe unsettling noises and the feeling of being watched from the dark crevices."
New Hampshire,"Portsmouth Harbor","The Isles of Shoals Ghosts","A group of small islands offshore, home to pirate tales and rumored apparitions of drowned sailors. Lighthouse keepers have reported phantom boat lights circling the rocks."
New Hampshire,"Jaffrey","The Meetinghouse Cemetery ‘Little Black Coffin’","A spooky legend says a small black coffin appears at certain graves if death is near. Some local residents claim to have seen it vanish at dawn, leaving no trace."

New Jersey,"Pine Barrens","The Jersey Devil","A legendary creature said to be the cursed 13th child of Mother Leeds, with bat wings and a horse-like face. Numerous sightings and eerie screeches have been reported deep in the pines."
New Jersey,"West Milford","Clinton Road","Dubbed ‘America’s most haunted road,’ infamous for phantom trucks, ghostly children near the bridge, and bizarre local legends. Nighttime drivers report being followed by headlights that vanish into thin air."
New Jersey,"Passaic County","The Devil’s Tower (Alpine)","A stone tower built by a wealthy landowner whose wife allegedly jumped to her death. People hear disembodied screams and footsteps when they climb its spiral staircase."
New Jersey,"Wharton State Forest","Atco Ghost on Burnt Mill Road","Tales of a boy struck by a car while chasing a basketball. Motorists claim a child’s apparition darts in front of vehicles before disappearing into the darkness."
New Jersey,"Bernards Township","Shades of Death Road","A winding rural route with legends of bandits, plague victims, and ghost sightings. Eerie fog and floating lights at night reinforce its chilling reputation."
New Jersey,"Phillipsburg","Gates of Hell","A storm drain and tunnel system reputed to be a passage to the underworld. Urban explorers find strange symbols and report unexplained echoes deep within the concrete corridors."
New Jersey,"Asbury Park","Stephen Crane House","The childhood home of the author of ‘The Red Badge of Courage.’ Visitors claim to sense an uneasy presence and sometimes hear muted typing in empty rooms."
New Jersey,"Alpine","Rio Vista ‘Devil’s Tower’ Variant","Another name for the famed tower, where some see a woman in white at the windows. Legend says she’s the restless spirit of the landowner’s wife gazing out toward the Hudson River."
New Jersey,"Mays Landing","Lenape ‘Maid of the Mist’","A local version of a weeping woman legend tied to the Lenape tribe, often spotted by riversides. Campers describe hearing melodic crying echoing through foggy nights."
New Jersey,"Blairstown","Camp No-Be-Bo-Sco (Friday the 13th Filming Site)","Fans of the horror film series visit this Boy Scout camp hoping for a scare. While not officially haunted, spooky vibes and campfire tales abound, fueled by its cinematic legacy."
State,Location,Story Name,Two-Sentence Summary
New Mexico,"Santa Fe","La Fonda on the Plaza Hauntings","Built on the site of Santa Fe’s first inn, La Fonda allegedly hosts the spirit of a gambler who leapt into a well. Guests report mysterious footsteps and fleeting shadows in the hotel’s oldest sections."
New Mexico,"Albuquerque","KiMo Theater Ghost","In 1951, a young boy named Bobby died in the lobby due to a falling water heater. Performers say his spirit disrupts shows unless doughnuts are left for him backstage."
New Mexico,"Santa Fe","La Llorona by the Santa Fe River","A weeping woman wanders the riverbanks at night, crying for her lost children. Locals often hear mournful sobs echo through the darkness near the water’s edge."
New Mexico,"Roswell","Roswell UFO Crash Site","The 1947 crash sparked decades of alien conspiracy theories and rumors of secret government cover-ups. Many continue to report odd lights and alleged extraterrestrial sightings in the desert."
New Mexico,"Cimarron","St. James Hotel Hauntings","Once a notorious Wild West saloon, it saw many gunfights and outlaws. Rooms 17 and 18 are said to harbor restless spirits, with locked doors found open and cold spots lingering."
New Mexico,"Taos","Taos Hum","A low-frequency hum heard by some residents and visitors, baffling scientists for years. The elusive noise fuels theories of secret experiments or mysterious energy fields in the desert."
New Mexico,"Watrous (near)","Fort Union’s Ghost Soldiers","This abandoned Civil War–era fort reportedly echoes with the footsteps of its old garrison. Visitors claim to hear faint bugle calls and glimpse uniformed figures patrolling deserted corridors."
New Mexico,"White Sands","White Sands Phantom Lights","Strange orbs sometimes dance across the dunes at night, attributed to spirits or UFO activity. Campers describe an unsettling feeling of being watched from the shifting sands."
New Mexico,"Cloudcroft","The Lodge Resort’s Red-Haired Ghost","Known as Rebecca, she’s said to be a spirit searching for a lost love. Guests have reported doors slamming, objects moving, and the faint scent of perfume in empty rooms."
New Mexico,"Mesilla","Mesilla Plaza Hauntings","A historic plaza once used for public hangings, rumored to echo with the spirits of executed criminals. Evening strollers describe disembodied moans and shadowy forms near the adobe storefronts."

New York,"Manhattan (NYC)","The Dakota Ghost","Built in 1884, once home to John Lennon, who was tragically shot outside. Residents report strange apparitions and the sound of Lennon’s piano drifting through the halls."
New York,"Staten Island","Kreischer Mansion","A Victorian home tied to the Kreischer brick empire, with tales of murder within its walls. Neighbors and caretakers speak of flickering lights, banging noises, and eerie silhouettes in upper windows."
New York,"Sleepy Hollow","The Headless Horseman","Washington Irving’s legendary specter roams dark roads in search of his missing head. Locals share sightings near the Old Dutch Church and cemetery, especially in autumn."
New York,"Niagara Falls","Daredevil Ghosts","Many thrill-seekers have attempted stunts over the falls, some never to return. Tourists claim to hear phantom voices from the roaring water, echoing the fates of those who perished."
New York,"Buffalo","Central Terminal Hauntings","A grand Art Deco train station long abandoned, with reports of ghostly passengers and staff. Investigators document shadow figures on the tracks and whispered station announcements in empty corridors."
New York,"Kings Park (Long Island)","Kings Park Psychiatric Center","Closed in the 1990s, notorious for its lobotomy-era past. Urban explorers report disembodied screams, flickering lights, and silhouettes in torn hospital gowns."
New York,"Rochester","Mount Hope Cemetery","Established in 1838, final resting place of notable figures like Susan B. Anthony. Visitors whisper of a White Lady drifting among Victorian tombstones under the moonlight."
New York,"Manhattan (NYC)","The House of Death (14 W 10th St)","Mark Twain once lived here, and legend claims over 20 spirits haunt its rooms. Tenants report phantom footsteps, flickering lights, and sightings of Twain in a white suit."
New York,"Brooklyn","Green-Wood Cemetery","Over half a million graves dot this historic burial ground, with rumored sightings of Civil War soldiers’ ghosts. Nighttime wanderers claim to see dim lantern lights bobbing between the tombstones."
New York,"Manhattan (NYC)","Morris-Jumel Mansion","Built in 1765, once visited by George Washington and Aaron Burr. Staff report ghostly colonial figures in hallways and the sensation of a hand tugging at their sleeves."

North Carolina,"Asheville","Grove Park Inn’s Pink Lady","A friendly spirit, said to be a woman who fell from a balcony, appears as a pink-hued apparition. Guests mention a comforting presence, soft whispers, and mysterious pink mist."
