latitude,longitude,label,link
50.0647,19.9450,Saint Faustina Kowalska,https://en.wikipedia.org/wiki/Faustina_Kowalska,"In Kraków, Poland, Saint Faustina is celebrated for her mystical experiences and profound devotion to Divine Mercy. Her sacred diary and enduring intercessions have inspired a global devotion to God's mercy."
50.0647,19.9450,Saint Stanislaus,https://en.wikipedia.org/wiki/Saint_Stanislaus_of_Szczepan%C3%B3w,"In Kraków, Poland, Saint Stanislaus is honored for his courageous martyrdom and steadfast defense of the Church against tyranny. His noble sacrifice and enduring legacy are celebrated through festivals and artistic tributes throughout the nation."
50.0755,14.4378,Saint Vitus,https://en.wikipedia.org/wiki/Saint_Vitus,"In Prague, Saint Vitus is venerated as a protector against misfortune and a patron of dancers, with legends attributing miraculous healings to his intercession. His iconic legacy is celebrated in local traditions and historical architecture, linking his story to the cultural heritage of the city."
50.4501,30.5234,Saint Olga,https://en.wikipedia.org/wiki/Saint_Olga,"Kyiv’s ancient cathedrals recount the legendary deeds of Saint Olga of Kiev. Her compassionate reforms and steadfast faith have long inspired the Eastern Orthodox tradition."
50.4750,-4.7200,Saint Neot,https://en.wikipedia.org/wiki/Saint_Neot,"In Cornwall, the veneration of Saint Neot is interwoven with local folklore and centuries-old traditions. His life, marked by reputed miracles and humble devotion, remains a cherished part of the region’s cultural heritage."
50.5600,9.6800,Saint Boniface,https://en.wikipedia.org/wiki/Saint_Boniface,"In central Germany, Saint Boniface’s mission helped to reshape the local religious landscape through preaching and reform. His bold efforts earned him the title ‘Apostle of the Germans’ and left a lasting legacy in the region."
50.6333,3.0667,Saint Eligius,https://en.wikipedia.org/wiki/Saint_Eligius,"In the artisan towns of northern France, Saint Eligius is revered as the patron of metalworkers and coin minters. His legacy of craftsmanship, integrity, and charity endures in local traditions and guild histories."
50.6333,5.5667,Saint Hubert,https://en.wikipedia.org/wiki/Saint_Hubert,"In Liège, the legacy of Saint Hubert—the patron saint of hunters—is celebrated with traditions that honor his conversion and piety. His life story, marked by a dramatic encounter with a stag, inspires reverence for nature and the transformative power of faith."
50.8514,5.6900,Saint Lambert,https://en.wikipedia.org/wiki/Saint_Lambert,"In Maastricht, Saint Lambert is celebrated for his pious leadership and the miraculous deeds attributed to him. His enduring influence is remembered in local legends and annual processions throughout the region."
50.9375,6.9603,Saint Ursula,https://en.wikipedia.org/wiki/Saint_Ursula,"In Cologne, Germany, the legend of Saint Ursula and her 11000 virgins has been immortalized in art and local lore. Her courageous journey of faith and martyrdom continues to inspire devotion and serves as a symbol of purity and endurance across Europe."
51.0000,5.4000,Saint Dymphna,https://en.wikipedia.org/wiki/Saint_Dymphna,"In the quiet town of Gheel, Belgium, the legacy of Saint Dymphna offers solace to those struggling with mental illness. Her compassionate intercession has made her a patron of mental health and healing."
51.1079,17.0385,Saint Hedwig of Silesia,https://en.wikipedia.org/wiki/Saint_Hedwig_of_Silesia,"In Wrocław, Saint Hedwig is remembered as a compassionate ruler and protector of the impoverished. Her benevolent deeds and steadfast faith continue to foster deep respect and enduring devotion throughout Central Europe."
51.2790,-1.0770,Saint Augustine of Canterbury,https://en.wikipedia.org/wiki/Augustine_of_Canterbury,"Upon arriving in Canterbury, Saint Augustine established the roots of Christianity in England. His mission in this ancient town heralded the dawn of a new religious era."
51.4816,-3.1791,Saint David,https://en.wikipedia.org/wiki/Saint_David,"In Wales, the legacy of Saint David is celebrated each year with festivals and processions. His life of humble devotion has made him the patron saint of the Welsh people."
51.4839,-0.6044,Saint George,https://en.wikipedia.org/wiki/Saint_George,"At Windsor Castle, the veneration of Saint George is celebrated with annual festivities honoring his legendary triumph over evil. His emblematic valor and enduring legacy have made him a revered symbol of chivalry and national pride."
51.5175,-0.1085,Saint Giles,https://en.wikipedia.org/wiki/Saint_Giles,"In the heart of London, the legacy of Saint Giles is preserved by the ancient church bearing his name. His life of asceticism, healing, and local folklore continues to offer solace and refuge to those in need."
51.8810,-5.2675,Saint David,https://en.wikipedia.org/wiki/Saint_David,"In the small Welsh town of St Davids, Saint David’s life and miracles have inspired generations of faithful. His unwavering commitment to holiness and community is celebrated annually in local festivals."
52.0907,5.1214,Saint Ansgar,https://en.wikipedia.org/wiki/Saint_Ansgar,"Copenhagen remembers Saint Ansgar as the ‘Apostle of the North’ for his missionary work. His legacy of spreading the Gospel in Scandinavia continues to be honored in church celebrations."
52.0907,5.1214,Saint Willibrord,https://en.wikipedia.org/wiki/Saint_Willibrord,"In Utrecht, the mission of Saint Willibrord is remembered as a key moment in the Christianization of the Netherlands. His legacy endures in annual pilgrimages and local festivities."
53.0037,-6.3705,Saint Kevin,https://en.wikipedia.org/wiki/Saint_Kevin,"In the tranquil monastic setting of Glendalough, Saint Kevin founded a community dedicated to solitude and prayer. His deep connection with nature and humble way of life have made him a beloved figure in Irish spiritual tradition."
53.0726,3.0134,Saint Winifred,https://en.wikipedia.org/wiki/Saint_Winifred,"In Holywell, Wales, Saint Winifred is venerated for her legendary healing miracles and the sacred well named in her honor. Her story of martyrdom and subsequent miracles continues to inspire pilgrimage and local devotion throughout the region."
53.2345,-0.5380,Saint Hugh of Lincoln,https://en.wikipedia.org/wiki/Hugh_of_Lincoln,"In Lincoln, England, Saint Hugh of Lincoln is honored for his dedicated service to the Church and his advocacy for the poor. His leadership, marked by humility and justice, remains a model of Christian charity to this day."
54.6872,25.2797,Saint Casimir,https://en.wikipedia.org/wiki/Saint_Casimir,"In Vilnius, Saint Casimir’s youthful piety and courage are celebrated in local lore. His intercessory miracles continue to be a source of hope for many in Lithuania."
54.7214,-4.3011,Saint Ninian,https://en.wikipedia.org/wiki/Saint_Ninian,"In Whithorn, Scotland, Saint Ninian is celebrated as one of the earliest Christian missionaries whose work helped lay the foundation for Christianity in the region. His pioneering efforts and enduring influence continue to be honored by local communities and scholars alike."
55.6761,12.5683,Saint Ansgar,https://en.wikipedia.org/wiki/Saint_Ansgar,"Copenhagen remembers Saint Ansgar as the ‘Apostle of the North’ for his missionary work. His legacy of spreading the Gospel in Scandinavia continues to be honored in church celebrations."
55.9533,-3.1883,Saint Margaret of Scotland,https://en.wikipedia.org/wiki/Saint_Margaret_of_Scotland,"Edinburgh’s ancient churches recall the compassionate deeds of Saint Margaret. Her life of service and martyrdom has inspired countless acts of charity in Scotland."
56.1670,38.2110,Saint Sergius of Radonezh,https://en.wikipedia.org/wiki/Saint_Sergius_of_Radonezh,"In Sergiev Posad, near Moscow, the veneration of Saint Sergius of Radonezh unites communities through his legacy of piety. His life and miracles are celebrated in both art and liturgy across Russia."
56.4907,-4.2026,Saint Andrew,https://en.wikipedia.org/wiki/Saint_Andrew,"In Scotland, Saint Andrew is revered as a symbol of national identity and faith. His legendary protection is celebrated through local customs and annual festivities."
59.3293,18.0686,Saint Eskil,https://en.wikipedia.org/wiki/Saint_Eskil,"In Stockholm, the quiet legends of Saint Eskil speak of a life dedicated to prayer and service. His modest miracles have left a gentle imprint on Swedish Christian heritage."
59.4370,24.7536,Saint Canute,https://en.wikipedia.org/wiki/Saint_Canute,"Tallinn’s winding streets are said to have witnessed the miraculous deeds of Saint Canute. His story endures as a symbol of faith amidst the region’s turbulent history."
59.9343,30.3351,Saint Xenia of Saint Petersburg,https://en.wikipedia.org/wiki/Xenia_of_Saint_Petersburg,"In Saint Petersburg, Russia, Saint Xenia is venerated as a holy fool whose ascetic lifestyle and mysterious intercessions have become legendary. Her life of radical humility and prophetic insight continues to inspire spiritual seekers in the quest for simplicity and divine grace."
6.6111,20.9394,Saint Maurice,https://en.wikipedia.org/wiki/Saint_Maurice,"In Bangui, local believers honor Saint Maurice as a unifying symbol of courage and faith. His reputed miracles continue to offer solace in challenging times."
63.4305,10.3951,Saint Olaf,https://en.wikipedia.org/wiki/Saint_Olaf,"In Trondheim, Norway, Saint Olaf's legacy as a warrior king and martyr is enshrined in the revered Nidaros Cathedral. His veneration has become a cornerstone of Norwegian identity, inspiring both deep faith and national pride."
64.1466,-21.9426,Saint Thorlak,https://en.wikipedia.org/wiki/Saint_Thorlak,"In Reykjavik, Saint Thorlak is celebrated as a protector against nature’s harshest elements. His legacy is enshrined in local festivals and quiet prayers during the long winters."
8.5241,76.9366,Saint Thomas the Apostle,https://en.wikipedia.org/wiki/Thomas_the_Apostle,"In Kerala, the ancient traditions claim that Saint Thomas the Apostle brought Christianity to India through miraculous acts. His enduring influence is celebrated in churches and local lore alike."
8.8932,76.6142,Saint Kuriakose Elias Chavara,https://en.wikipedia.org/wiki/Kuriakose_Elias_Chavara,"In the lush landscapes of Kerala, India, Saint Kuriakose Elias Chavara is celebrated for his pioneering work in education and social reform. His efforts in founding congregations and schools have left a lasting impact on the Christian community in the region."
9.1450,40.4897,Saint Gebre Menfes Kidus,https://en.wikipedia.org/wiki/Gebre_Menfes_Kidus,"In Addis Ababa, legends of Saint Gebre Menfes Kidus remind locals of his deep compassion and healing miracles. His story is passed down in both oral tradition and sacred art in Ethiopia."
51.99610346131327, -0.9964376400894895,Saint Rumbold,https://en.wikipedia.org/wiki/Rumbold_of_Buckingham,Saint Rumwold (Rumbold) was a medieval infant saint from 662 AD, famed for his miraculous piety—speaking of Christianity and requesting baptism shortly after birth. His legend, steeped in royal lineage and miraculous events, inspired several dedications, with churches and relics commemorating his brief, holy life.
52.34485725380781, 1.2035462152573537,Edmund the Martyr,https://en.wikipedia.org/wiki/Edmund_the_Martyr,Edmund the Martyr was a 9th-century king of East Anglia who was killed during a Viking invasion, supposedly at the site of this cross. After his death, he was canonised and widely venerated in medieval England.
